<reference>
Interpolated airfoil created on 18-Nov-2022 for blade project utd15mw_v3</reference>
<coords>
1.000000	0.000000
1.000000	-0.004940
0.960740	0.000563
0.921541	0.003721
0.882463	0.003886
0.843566	0.001454
0.804910	-0.003485
0.766555	-0.010890
0.728560	-0.020574
0.690983	-0.031915
0.653883	-0.044350
0.617317	-0.057269
0.581340	-0.070015
0.546010	-0.082041
0.511379	-0.092942
0.477501	-0.102421
0.444430	-0.110330
0.412215	-0.116630
0.380906	-0.121380
0.350552	-0.124607
0.321199	-0.126407
0.292893	-0.126822
0.265678	-0.126083
0.239594	-0.124124
0.214683	-0.121107
0.190983	-0.117097
0.168530	-0.112160
0.147360	-0.106405
0.127504	-0.099947
0.108994	-0.092864
0.091857	-0.085326
0.076121	-0.077422
0.061809	-0.069254
0.048944	-0.061013
0.037545	-0.052823
0.027630	-0.044763
0.019215	-0.036846
0.012312	-0.029042
0.006932	-0.021833
0.003083	-0.014155
0.000771	-0.005985
0.000000	0.000000
0.000771	0.007379
0.003083	0.017399
0.006932	0.025814
0.012312	0.034239
0.019215	0.043082
0.027630	0.051644
0.037545	0.060482
0.048944	0.069189
0.061809	0.077599
0.076121	0.085687
0.091857	0.093357
0.108994	0.100552
0.127504	0.107168
0.147360	0.113114
0.168530	0.118322
0.190983	0.122708
0.214683	0.126169
0.239594	0.128780
0.265678	0.130401
0.292893	0.130896
0.321199	0.130618
0.350552	0.129370
0.380906	0.127090
0.412215	0.123952
0.444430	0.119993
0.477501	0.115232
0.511379	0.109750
0.546010	0.103609
0.581340	0.096877
0.617317	0.089611
0.653883	0.081879
0.690983	0.073774
0.728560	0.065385
0.766555	0.056795
0.804910	0.048111
0.843566	0.039416
0.882463	0.030770
0.921541	0.022262
0.960740	0.013931
1.000000	0.005595
</coords>
