<reference>
Interpolated airfoil created on 18-Nov-2022 for blade project utd15mw_v3</reference>
<coords>
1.000000	0.000000
1.000000	-0.004686
0.960740	-0.007426
0.921541	-0.009747
0.882463	-0.013514
0.843566	-0.017790
0.804910	-0.027616
0.766555	-0.040583
0.728560	-0.055342
0.690983	-0.071299
0.653883	-0.087675
0.617317	-0.103770
0.581340	-0.119040
0.546010	-0.133144
0.511379	-0.145865
0.477501	-0.157049
0.444430	-0.166580
0.412215	-0.174339
0.380906	-0.180306
0.350552	-0.184585
0.321199	-0.187258
0.292893	-0.188482
0.265678	-0.188020
0.239594	-0.186477
0.214683	-0.183561
0.190983	-0.179490
0.168530	-0.174350
0.147360	-0.168193
0.127504	-0.161118
0.108993	-0.153054
0.091857	-0.144284
0.076120	-0.134610
0.061809	-0.124131
0.048944	-0.112872
0.037545	-0.100939
0.027630	-0.088324
0.019215	-0.074920
0.012312	-0.061162
0.006932	-0.046763
0.003083	-0.030799
0.000771	-0.013062
0.000000	0.000000
0.000771	0.010814
0.003083	0.029269
0.006932	0.047891
0.012312	0.062418
0.019215	0.077142
0.027630	0.091219
0.037545	0.104866
0.048944	0.117675
0.061809	0.129677
0.076120	0.140897
0.091857	0.151030
0.108993	0.160167
0.127504	0.168272
0.147360	0.175250
0.168530	0.181103
0.190983	0.185705
0.214683	0.188984
0.239594	0.191134
0.265678	0.191587
0.292893	0.191635
0.321199	0.189886
0.350552	0.187184
0.380906	0.183258
0.412215	0.178231
0.444430	0.172213
0.477501	0.165151
0.511379	0.157250
0.546010	0.148556
0.581340	0.139154
0.617317	0.129195
0.653883	0.118720
0.690983	0.107829
0.728560	0.096625
0.766555	0.085176
0.804910	0.073493
0.843566	0.061764
0.882463	0.050265
0.921541	0.038335
0.960740	0.025890
1.000000	0.012851
</coords>
