<reference>
Interpolated airfoil created on 18-Nov-2022 for blade project utd15mw_v3</reference>
<coords>
1.000000	0.000000
1.000000	-0.005805
0.960740	-0.008662
0.921541	-0.012384
0.882463	-0.018198
0.843566	-0.024991
0.804910	-0.036827
0.766555	-0.051475
0.728560	-0.067642
0.690983	-0.084623
0.653883	-0.101689
0.617317	-0.118173
0.581340	-0.133607
0.546010	-0.147711
0.511379	-0.160303
0.477501	-0.171249
0.444430	-0.180445
0.412215	-0.187818
0.380906	-0.193406
0.350552	-0.197265
0.321199	-0.199506
0.292893	-0.200305
0.265678	-0.199431
0.239594	-0.197434
0.214683	-0.194094
0.190983	-0.189593
0.168530	-0.184004
0.147360	-0.177377
0.127504	-0.169830
0.108993	-0.161261
0.091857	-0.151966
0.076120	-0.141718
0.061809	-0.130652
0.048944	-0.118824
0.037545	-0.106259
0.027630	-0.092965
0.019215	-0.078864
0.012312	-0.064408
0.006932	-0.049265
0.003083	-0.032433
0.000771	-0.014114
0.000000	0.000000
0.000771	0.011228
0.003083	0.030204
0.006932	0.049648
0.012312	0.064904
0.019215	0.080274
0.027630	0.094992
0.037545	0.109306
0.048944	0.122733
0.061809	0.135350
0.076120	0.147179
0.091857	0.157895
0.108993	0.167592
0.127504	0.176265
0.147360	0.183815
0.168530	0.190234
0.190983	0.195393
0.214683	0.199215
0.239594	0.201878
0.265678	0.202883
0.292893	0.203261
0.321199	0.201956
0.350552	0.199574
0.380906	0.195931
0.412215	0.191103
0.444430	0.185207
0.477501	0.178143
0.511379	0.170127
0.546010	0.161193
0.581340	0.151420
0.617317	0.140984
0.653883	0.129908
0.690983	0.118272
0.728560	0.106206
0.766555	0.093777
0.804910	0.080975
0.843566	0.068010
0.882463	0.055209
0.921541	0.041773
0.960740	0.027575
1.000000	0.012560
</coords>
