<reference>
Interpolated airfoil created on 18-Nov-2022 for blade project utd15mw_v3</reference>
<coords>
1.000000	0.000000
1.000000	-0.009931
0.960740	-0.002576
0.921541	0.000155
0.882463	-0.000699
0.843566	-0.005053
0.804910	-0.012219
0.766555	-0.021906
0.728560	-0.033737
0.690983	-0.047103
0.653883	-0.061386
0.617317	-0.075914
0.581340	-0.090063
0.546010	-0.103319
0.511379	-0.115308
0.477501	-0.125807
0.444430	-0.134683
0.412215	-0.141893
0.380906	-0.147458
0.350552	-0.151432
0.321199	-0.153886
0.292893	-0.154839
0.265678	-0.154410
0.239594	-0.152773
0.214683	-0.149856
0.190983	-0.145792
0.168530	-0.140653
0.147360	-0.134508
0.127504	-0.127468
0.108993	-0.119549
0.091857	-0.111033
0.076120	-0.101895
0.061809	-0.092287
0.048943	-0.082331
0.037545	-0.072142
0.027630	-0.061801
0.019215	-0.051434
0.012312	-0.041116
0.006932	-0.030663
0.003083	-0.020402
0.000771	-0.009389
0.000000	0.000000
0.000771	0.009915
0.003083	0.021569
0.006932	0.032508
0.012312	0.043462
0.019215	0.054291
0.027630	0.064985
0.037545	0.075545
0.048943	0.085757
0.061809	0.095603
0.076120	0.105034
0.091857	0.113826
0.108993	0.121943
0.127504	0.129246
0.147360	0.135645
0.168530	0.141117
0.190983	0.145534
0.214683	0.148799
0.239594	0.151043
0.265678	0.152097
0.292893	0.152198
0.321199	0.151200
0.350552	0.149353
0.380906	0.146419
0.412215	0.142585
0.444430	0.137934
0.477501	0.132432
0.511379	0.126218
0.546010	0.119350
0.581340	0.111898
0.617317	0.103931
0.653883	0.095478
0.690983	0.086595
0.728560	0.077346
0.766555	0.067804
0.804910	0.058073
0.843566	0.048240
0.882463	0.038484
0.921541	0.028806
0.960740	0.019310
1.000000	0.009660
</coords>
