<reference>
Interpolated airfoil created on 18-Nov-2022 for blade project utd15mw_v3</reference>
<coords>
1.000000	0.000000
1.000000	-0.007407
0.960740	-0.004472
0.921541	-0.003523
0.882463	-0.004997
0.843566	-0.008736
0.804910	-0.016654
0.766555	-0.027430
0.728560	-0.040297
0.690983	-0.054659
0.653883	-0.069770
0.617317	-0.084933
0.581340	-0.099571
0.546010	-0.113238
0.511379	-0.125619
0.477501	-0.136564
0.444430	-0.145920
0.412215	-0.153575
0.380906	-0.159504
0.350552	-0.163797
0.321199	-0.166585
0.292893	-0.167829
0.265677	-0.167750
0.239594	-0.166363
0.214683	-0.163725
0.190983	-0.159961
0.168530	-0.155169
0.147360	-0.149412
0.127504	-0.142748
0.108993	-0.135238
0.091857	-0.127001
0.076120	-0.117986
0.061809	-0.108261
0.048943	-0.097884
0.037545	-0.086977
0.027630	-0.075571
0.019215	-0.063587
0.012312	-0.051609
0.006932	-0.038648
0.003083	-0.025221
0.000771	-0.010559
0.000000	0.000000
0.000771	0.010452
0.003083	0.026214
0.006932	0.041550
0.012312	0.054821
0.019215	0.067531
0.027630	0.080112
0.037545	0.092278
0.048943	0.103833
0.061809	0.114737
0.076120	0.124928
0.091857	0.134226
0.108993	0.142613
0.127504	0.150008
0.147360	0.156360
0.168530	0.161640
0.190983	0.165766
0.214683	0.168621
0.239594	0.170363
0.265677	0.170804
0.292893	0.170459
0.321199	0.168837
0.350552	0.166222
0.380906	0.162573
0.412215	0.157963
0.444430	0.152491
0.477501	0.146166
0.511379	0.139114
0.546010	0.131423
0.581340	0.123153
0.617317	0.114389
0.653883	0.105189
0.690983	0.095619
0.728560	0.085715
0.766555	0.075514
0.804910	0.065133
0.843566	0.054532
0.882463	0.043651
0.921541	0.033207
0.960740	0.023118
1.000000	0.012866
</coords>
