<reference>
Interpolated airfoil created on 18-Nov-2022 for blade project utd15mw_v3</reference>
<coords>
1.000000	0.000000
1.000000	-0.009858
0.960740	-0.003905
0.921541	-0.002125
0.882463	-0.003411
0.843566	-0.007770
0.804910	-0.015671
0.766555	-0.026266
0.728560	-0.039006
0.690983	-0.053249
0.653883	-0.068277
0.617317	-0.083398
0.581340	-0.098039
0.546010	-0.111728
0.511379	-0.124123
0.477501	-0.135077
0.444430	-0.144426
0.412215	-0.152070
0.380906	-0.158001
0.350552	-0.162286
0.321199	-0.165069
0.292893	-0.166285
0.265677	-0.166226
0.239594	-0.164823
0.214683	-0.162162
0.190983	-0.158368
0.168530	-0.153529
0.147360	-0.147712
0.127504	-0.140967
0.108993	-0.133392
0.091857	-0.125051
0.076120	-0.115944
0.061809	-0.106137
0.048943	-0.095724
0.037545	-0.084796
0.027630	-0.073413
0.019215	-0.061530
0.012312	-0.049791
0.006932	-0.036917
0.003083	-0.023961
0.000771	-0.010087
0.000000	0.000000
0.000771	0.010622
0.003083	0.025732
0.006932	0.040174
0.012312	0.053440
0.019215	0.065764
0.027630	0.078166
0.037545	0.090156
0.048943	0.101600
0.061809	0.112446
0.076120	0.122584
0.091857	0.131880
0.108993	0.140273
0.127504	0.147684
0.147360	0.154068
0.168530	0.159381
0.190983	0.163557
0.214683	0.166460
0.239594	0.168225
0.265677	0.168821
0.292893	0.168403
0.321199	0.166900
0.350552	0.164329
0.380906	0.160752
0.412215	0.156221
0.444430	0.150816
0.477501	0.144566
0.511379	0.137588
0.546010	0.129980
0.581340	0.121799
0.617317	0.113114
0.653883	0.103989
0.690983	0.094489
0.728560	0.084652
0.766555	0.074527
0.804910	0.064238
0.843566	0.053762
0.882463	0.043103
0.921541	0.032802
0.960740	0.022861
1.000000	0.012996
</coords>
