<reference>
Interpolated airfoil created on 18-Nov-2022 for blade project utd15mw_v3</reference>
<coords>
1.000000	0.000000
1.000000	-0.004362
0.960740	0.001004
0.921541	0.004195
0.882463	0.004489
0.843566	0.002238
0.804910	-0.002461
0.766555	-0.009572
0.728560	-0.018934
0.690983	-0.029957
0.653883	-0.042091
0.617317	-0.054728
0.581340	-0.067223
0.546010	-0.079034
0.511379	-0.089753
0.477501	-0.099081
0.444430	-0.106858
0.412215	-0.113036
0.380906	-0.117674
0.350552	-0.120813
0.321199	-0.122545
0.292893	-0.122890
0.265678	-0.122128
0.239594	-0.120176
0.214683	-0.117197
0.190983	-0.113255
0.168530	-0.108426
0.147360	-0.102812
0.127504	-0.096534
0.108994	-0.089648
0.091857	-0.082355
0.076121	-0.074718
0.061809	-0.066846
0.048944	-0.058902
0.037545	-0.051005
0.027630	-0.043224
0.019215	-0.035599
0.012312	-0.028083
0.006932	-0.021054
0.003083	-0.013884
0.000771	-0.005690
0.000000	0.000000
0.000771	0.007052
0.003083	0.016946
0.006932	0.025214
0.012312	0.033523
0.019215	0.042178
0.027630	0.050618
0.037545	0.059246
0.048944	0.067729
0.061809	0.075950
0.076121	0.083890
0.091857	0.091426
0.108994	0.098514
0.127504	0.105050
0.147360	0.110941
0.168530	0.116127
0.190983	0.120514
0.214683	0.124000
0.239594	0.126651
0.265678	0.128350
0.292893	0.128858
0.321199	0.128621
0.350552	0.127490
0.380906	0.125237
0.412215	0.122137
0.444430	0.118231
0.477501	0.113511
0.511379	0.108079
0.546010	0.101986
0.581340	0.095294
0.617317	0.088077
0.653883	0.080395
0.690983	0.072348
0.728560	0.064035
0.766555	0.055543
0.804910	0.046975
0.843566	0.038412
0.882463	0.029911
0.921541	0.021546
0.960740	0.013343
1.000000	0.005144
</coords>
